"PCA1_temp","AP","PC1.p","PC2.p"
1,0.831245619956277,0.802953997520413,-0.215498683158052
0.831245619956277,1,0.694240048350014,-0.360413982547667
0.802953997520413,0.694240048350014,1,-0.316568047337278
-0.215498683158052,-0.360413982547667,-0.316568047337278,1
