"WD","Ht2019","Sum_BA_2019.m2.","Mean.LA","Mean.SLA","Mean.LBT","Mean.LDMC"
1,-0.00776932461097531,-0.0680537135391423,-0.0557584251344281,0.0625468964417323,-0.235309058463775,0.195529130477774
-0.00776932461097531,1,0.239422767369061,0.0255501777554604,-0.0773784605765941,-0.100562815546347,0.155652250494845
-0.0680537135391423,0.239422767369061,1,-0.018482961164937,-0.23619198231824,0.150903297578199,0.0789341472254396
-0.0557584251344281,0.0255501777554604,-0.018482961164937,1,-0.028666432623491,-0.04299585903154,-0.0347314753496685
0.0625468964417323,-0.0773784605765941,-0.23619198231824,-0.028666432623491,1,-0.441692930034388,-0.513818387814861
-0.235309058463775,-0.100562815546347,0.150903297578199,-0.04299585903154,-0.441692930034388,1,-0.214496581107928
0.195529130477774,0.155652250494845,0.0789341472254396,-0.0347314753496685,-0.513818387814861,-0.214496581107928,1
