"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",0,0.885237032788234,0.88467090392326,0.886102863526229,0.884708009904167,0.884371531120486,0.886920776672957,0.885423032030238,0.886301250285316,0.8869721629096,0.884571383879164,0.887780147178179,0.881993563771924,0.885666690460414,0.886542605763538,0.884510396633964
"2",0.885237032788234,0,0.884061340261469,0.884013631113992,0.884138482789718,0.882533280874265,0.885529607161231,0.886916632352977,0.884029999865667,0.887200560156829,0.883166895513812,0.883037331010152,0.885245840918587,0.886454873203304,0.884372843930632,0.883949932383741
"3",0.88467090392326,0.884061340261469,0,0.885700142013299,0.884821798660979,0.886340606115395,0.884275576259696,0.885852908846632,0.885455134512861,0.885232528776714,0.884866362063597,0.884212268764818,0.884902042260663,0.885866245175891,0.886250495210166,0.885819707446771
"4",0.886102863526229,0.884013631113992,0.885700142013299,0,0.884166522529893,0.884480038471964,0.88357863459654,0.884619022079025,0.884031519272657,0.884763404177847,0.882687135852582,0.886012617122115,0.884194341840829,0.885614502179667,0.884466496572969,0.883892819732822
"5",0.884708009904167,0.884138482789718,0.884821798660979,0.884166522529893,0,0.885868865308628,0.886237860481741,0.883916980594808,0.886819101507727,0.883274124522323,0.882892709184142,0.885925718328556,0.88402571662148,0.885926398784362,0.883909258132694,0.885116407871041
"6",0.884371531120486,0.882533280874265,0.886340606115395,0.884480038471964,0.885868865308628,0,0.885335687454016,0.885889689870731,0.88672492958811,0.883637397347034,0.882644043453628,0.885179769508337,0.883775637560542,0.886490250179834,0.885415180739245,0.885904816021233
"7",0.886920776672957,0.885529607161231,0.884275576259696,0.88357863459654,0.886237860481741,0.885335687454016,0,0.883478660031992,0.885292202091571,0.884020289924974,0.883014101965059,0.885285563836299,0.885822337906389,0.883460806093372,0.885296269940608,0.888330299797112
"8",0.885423032030238,0.886916632352977,0.885852908846632,0.884619022079025,0.883916980594808,0.885889689870731,0.883478660031992,0,0.884247439426713,0.887705165667534,0.883306672783814,0.886871749802753,0.887172530496772,0.885621627491549,0.883800921449003,0.883849857617499
"9",0.886301250285316,0.884029999865667,0.885455134512861,0.884031519272657,0.886819101507727,0.88672492958811,0.885292202091571,0.884247439426713,0,0.887588691912291,0.884439692628682,0.885768564202187,0.886572672060157,0.887707044434481,0.885699983058711,0.886365433063694
"10",0.8869721629096,0.887200560156829,0.885232528776714,0.884763404177847,0.883274124522323,0.883637397347034,0.884020289924974,0.887705165667534,0.887588691912291,0,0.884533391257862,0.885378779802292,0.884833343509467,0.885967572296332,0.88498454678459,0.88534987458889
"11",0.884571383879164,0.883166895513812,0.884866362063597,0.882687135852582,0.882892709184142,0.882644043453628,0.883014101965059,0.883306672783814,0.884439692628682,0.884533391257862,0,0.885583146127964,0.883351087487351,0.88612702040067,0.885176171503302,0.885147579069945
"12",0.887780147178179,0.883037331010152,0.884212268764818,0.886012617122115,0.885925718328556,0.885179769508337,0.885285563836299,0.886871749802753,0.885768564202187,0.885378779802292,0.885583146127964,0,0.884036233597207,0.88385868312297,0.886907818663887,0.886581565343743
"13",0.881993563771924,0.885245840918587,0.884902042260663,0.884194341840829,0.88402571662148,0.883775637560542,0.885822337906389,0.887172530496772,0.886572672060157,0.884833343509467,0.883351087487351,0.884036233597207,0,0.88331133359949,0.886241322212606,0.883556882503701
"14",0.885666690460414,0.886454873203304,0.885866245175891,0.885614502179667,0.885926398784362,0.886490250179834,0.883460806093372,0.885621627491549,0.887707044434481,0.885967572296332,0.88612702040067,0.88385868312297,0.88331133359949,0,0.886486348796385,0.884535748415003
"15",0.886542605763538,0.884372843930632,0.886250495210166,0.884466496572969,0.883909258132694,0.885415180739245,0.885296269940608,0.883800921449003,0.885699983058711,0.88498454678459,0.885176171503302,0.886907818663887,0.886241322212606,0.886486348796385,0,0.886031761507469
"16",0.884510396633964,0.883949932383741,0.885819707446771,0.883892819732822,0.885116407871041,0.885904816021233,0.888330299797112,0.883849857617499,0.886365433063694,0.88534987458889,0.885147579069945,0.886581565343743,0.883556882503701,0.884535748415003,0.886031761507469,0
