"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",0,0.941538221457455,0.942058443636558,0.943537175199321,0.942038932709788,0.941184513439411,0.940833675843269,0.94086517070447,0.940983260248506,0.943132109414845,0.942053349163074,0.940437371600383,0.941600733061746,0.941195324121073,0.942903603237821,0.940176205798045
"2",0.941538221457455,0,0.943182950961596,0.941977282342099,0.943547330217813,0.940718128536279,0.941403862939101,0.941511724744081,0.941825407245308,0.941293022439048,0.943915283117483,0.944837243867856,0.942324027219085,0.94421424010259,0.942001624519032,0.940981439551826
"3",0.942058443636558,0.943182950961596,0,0.940578666318258,0.942448538070196,0.939924646913337,0.94351705281577,0.942873292189774,0.945007452414718,0.9428453863153,0.940673916439093,0.943069242308668,0.943287494381558,0.942375862712429,0.94321030132522,0.941972407125062
"4",0.943537175199321,0.941977282342099,0.940578666318258,0,0.94225055116635,0.94240505197199,0.944281994594907,0.94160181953557,0.943295659841393,0.94074258087361,0.942347029736094,0.943640542414503,0.9425368135635,0.941705437712513,0.944062399847977,0.941598300789449
"5",0.942038932709788,0.943547330217813,0.942448538070196,0.94225055116635,0,0.942726896334757,0.940360700199535,0.942019104645041,0.943442185785175,0.94263619040482,0.941053405754393,0.942374792245215,0.941626986956187,0.940809410206493,0.939616937669258,0.941985671157979
"6",0.941184513439411,0.940718128536279,0.939924646913337,0.94240505197199,0.942726896334757,0,0.94114926151626,0.941067402713227,0.941897773994688,0.942331897474614,0.942319612836435,0.938960474799646,0.941186390227054,0.940426905358801,0.943201066890315,0.94284550641226
"7",0.940833675843269,0.941403862939101,0.94351705281577,0.944281994594907,0.940360700199535,0.94114926151626,0,0.942048215760135,0.941239823113701,0.942030566553036,0.942315186752641,0.941476593157137,0.942535611848916,0.940940361898922,0.941741049933099,0.94301406282657
"8",0.94086517070447,0.941511724744081,0.942873292189774,0.94160181953557,0.942019104645041,0.941067402713227,0.942048215760135,0,0.940335552778124,0.939827327195814,0.941839939884923,0.942431440237438,0.940507757912959,0.940206163189617,0.941545816284046,0.941429948866866
"9",0.940983260248506,0.941825407245308,0.945007452414718,0.943295659841393,0.943442185785175,0.941897773994688,0.941239823113701,0.940335552778124,0,0.942603444983172,0.943748355999673,0.943151772994719,0.944348188497448,0.940636817492072,0.941829751200081,0.942833926773144
"10",0.943132109414845,0.941293022439048,0.9428453863153,0.94074258087361,0.94263619040482,0.942331897474614,0.942030566553036,0.939827327195814,0.942603444983172,0,0.944167955444264,0.941249573411414,0.940676269930608,0.939869373535947,0.94318581218057,0.943229367164363
"11",0.942053349163074,0.943915283117483,0.940673916439093,0.942347029736094,0.941053405754393,0.942319612836435,0.942315186752641,0.941839939884923,0.943748355999673,0.944167955444264,0,0.94204962707243,0.942126215549936,0.942145506353871,0.943007113883625,0.942569018252124
"12",0.940437371600383,0.944837243867856,0.943069242308668,0.943640542414503,0.942374792245215,0.938960474799646,0.941476593157137,0.942431440237438,0.943151772994719,0.941249573411414,0.94204962707243,0,0.940383309225318,0.944864923899538,0.942382851199494,0.944092023262997
"13",0.941600733061746,0.942324027219085,0.943287494381558,0.9425368135635,0.941626986956187,0.941186390227054,0.942535611848916,0.940507757912959,0.944348188497448,0.940676269930608,0.942126215549936,0.940383309225318,0,0.941015837397958,0.942884029876974,0.943915395637881
"14",0.941195324121073,0.94421424010259,0.942375862712429,0.941705437712513,0.940809410206493,0.940426905358801,0.940940361898922,0.940206163189617,0.940636817492072,0.939869373535947,0.942145506353871,0.944864923899538,0.941015837397958,0,0.939930797591077,0.942227619872216
"15",0.942903603237821,0.942001624519032,0.94321030132522,0.944062399847977,0.939616937669258,0.943201066890315,0.941741049933099,0.941545816284046,0.941829751200081,0.94318581218057,0.943007113883625,0.942382851199494,0.942884029876974,0.939930797591077,0,0.94256284094884
"16",0.940176205798045,0.940981439551826,0.941972407125062,0.941598300789449,0.941985671157979,0.94284550641226,0.94301406282657,0.941429948866866,0.942833926773144,0.943229367164363,0.942569018252124,0.944092023262997,0.943915395637881,0.942227619872216,0.94256284094884,0
