"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",0,0.779749226758409,0.780005039576975,0.781092367403008,0.780632801315209,0.776648354838121,0.777203989118209,0.78307685694792,0.780713339017011,0.782454477873124,0.780157778977969,0.779953828185264,0.780796433831882,0.781230190317005,0.782153283156538,0.779707814588777
"2",0.779749226758409,0,0.781476183943369,0.778510027970372,0.779886669756916,0.778387294999373,0.782105168797842,0.780364825071133,0.780004634068974,0.780586837805125,0.779368103581102,0.781110174505934,0.782382533985361,0.781325187458694,0.77913746668196,0.782290481251107
"3",0.780005039576975,0.781476183943369,0,0.77946897627159,0.781943133223031,0.778301538550578,0.781842577776576,0.781631491114596,0.784001766865102,0.780301669666674,0.778922700510261,0.779197911107307,0.78146674426318,0.780783079915231,0.77870219651921,0.779791942849549
"4",0.781092367403008,0.778510027970372,0.77946897627159,0,0.778614560794329,0.781002222599588,0.781580575117757,0.777371074889312,0.781165012288622,0.778774715781466,0.779843340178268,0.78069564024116,0.780217845431812,0.77963266006371,0.78010797360297,0.7796565848858
"5",0.780632801315209,0.779886669756916,0.781943133223031,0.778614560794329,0,0.781679365846223,0.781503424796708,0.782162975417261,0.785102101124329,0.781088492906349,0.781288639680634,0.779860438652424,0.78201281080969,0.777540484518304,0.77934531341493,0.782239787640207
"6",0.776648354838121,0.778387294999373,0.778301538550578,0.781002222599588,0.781679365846223,0,0.778902095596957,0.781767100622124,0.781140790068613,0.779472404913142,0.780880609466255,0.779766165532643,0.779822084816953,0.78134425990899,0.780862271896751,0.778603082462674
"7",0.777203989118209,0.782105168797842,0.781842577776576,0.781580575117757,0.781503424796708,0.778902095596957,0,0.782322056399974,0.77905730974284,0.781506233693459,0.781125829422047,0.781111504851786,0.78326050237299,0.782217637877211,0.783187894347597,0.7806002267224
"8",0.78307685694792,0.780364825071133,0.781631491114596,0.777371074889312,0.782162975417261,0.781767100622124,0.782322056399974,0,0.781698834624204,0.78030312026853,0.778807656969227,0.783454559794153,0.781154444442294,0.781758582288256,0.781510659691915,0.783750108151351
"9",0.780713339017011,0.780004634068974,0.784001766865102,0.781165012288622,0.785102101124329,0.781140790068613,0.77905730974284,0.781698834624204,0,0.781510628324024,0.781417123773838,0.7781978593543,0.780845878995389,0.780429668722272,0.781171640372637,0.781810821620495
"10",0.782454477873124,0.780586837805125,0.780301669666674,0.778774715781466,0.781088492906349,0.779472404913142,0.781506233693459,0.78030312026853,0.781510628324024,0,0.780851967968498,0.783861332210641,0.780790516368375,0.77914532701219,0.782361835850521,0.779639185147557
"11",0.780157778977969,0.779368103581102,0.778922700510261,0.779843340178268,0.781288639680634,0.780880609466255,0.781125829422047,0.778807656969227,0.781417123773838,0.780851967968498,0,0.777500028310608,0.780752086059353,0.78157407613808,0.782998363699086,0.782812100377535
"12",0.779953828185264,0.781110174505934,0.779197911107307,0.78069564024116,0.779860438652424,0.779766165532643,0.781111504851786,0.783454559794153,0.7781978593543,0.783861332210641,0.777500028310608,0,0.77641971799352,0.783345576754415,0.78044001203407,0.780646160181017
"13",0.780796433831882,0.782382533985361,0.78146674426318,0.780217845431812,0.78201281080969,0.779822084816953,0.78326050237299,0.781154444442294,0.780845878995389,0.780790516368375,0.780752086059353,0.77641971799352,0,0.781751431518341,0.782925586673352,0.783182948611343
"14",0.781230190317005,0.781325187458694,0.780783079915231,0.77963266006371,0.777540484518304,0.78134425990899,0.782217637877211,0.781758582288256,0.780429668722272,0.77914532701219,0.78157407613808,0.783345576754415,0.781751431518341,0,0.780572509660662,0.781688233205226
"15",0.782153283156538,0.77913746668196,0.77870219651921,0.78010797360297,0.77934531341493,0.780862271896751,0.783187894347597,0.781510659691915,0.781171640372637,0.782361835850521,0.782998363699086,0.78044001203407,0.782925586673352,0.780572509660662,0,0.782958127697235
"16",0.779707814588777,0.782290481251107,0.779791942849549,0.7796565848858,0.782239787640207,0.778603082462674,0.7806002267224,0.783750108151351,0.781810821620495,0.779639185147557,0.782812100377535,0.780646160181017,0.783182948611343,0.781688233205226,0.782958127697235,0
