Plot,Scientific_name,Elevation,Genus,Species,Species_acronimum,N.TREE,WD_g_cm3,Ht2019_m,Sum_BA_2019.m2.,Mean.LBT_mm,Mean.LA_cm2,Mean.SLA_cm2_g,Mean.LDMC_mg_g,Mean.N.por,Mean.P.por,Mean.P.mg.g,Mean.K.mg.g,Mean.Ca.mg.g,Mean.Mg.mg.g,Mean.Fe.mg.g,Mean.Na.mg.g,Mean.Al.mg.g,Mean.Cu.mg.g,Mean.Pb.mg.g,Mean.Mn.mg.g,Mean.As.mg.g
MAPI_01,Cordia cf.hebeclada,653,Cordia,cf.hebeclada,CORHEB,1,0.542470421,22.98904314,0.053912872,0.236846154,140.6595385,163.0945489,315.0533978,2.505093407,0.15757155,1.5757155,29.225537,14.3073075,2.2059895,0.122737,0.102799,0.111898,0.013327,2.70E-05,0.0802195,-0.0003655
MAPI_01,Coussapoa herthae,653,Coussapoa,herthae,COUTHER,2,0.483583333,19.01161055,0.064500824,0.316838462,212.2869616,117.5599806,282.2322252,1.845,0.030362334,0.607246667,7.246548333,9.596953,1.383094333,0.069864,0.026759667,0.056388667,0.007034333,NA,0.031435333,NA
MAPI_01,Dacryodes cupularis,653,Dacryodes,cupularis,DACCUP,3,0.568825304,10.84281092,0.021256801,0.189942308,206.343891,122.468011,391.5734974,1.834607826,0.085093556,0.850935556,9.464133111,4.335840611,1.232568222,0.110177667,1.352637056,0.753307111,0.0051585,-0.001983167,0.030634,-2.30E-05
MAPI_01,Dussia lehmannii,653,Dussia,lehmannii,DUCLEH,2,0.59,7.971858445,0.043687773,0.177714286,156.2117657,256.2288831,304.0182526,3.196706543,0.076153929,0.946337304,12.809552,6.15132625,1.50085975,0.071461,0.162892,0.13815375,0.0043645,-0.0010015,0.05439625,0.00019225
MAPI_01,Ficus trianae,653,Ficus,trianae,FICTRI,1,0.405534662,15.25783264,0.026089356,0.316615385,82.80923077,123.6190832,239.8883055,1.511698721,0.11640875,1.1640875,35.560605,13.5567525,1.4393725,0.0868285,0.1606565,0.093036,0.0052105,0.001705,0.026968,-0.0004025
MAPI_01,Guapira opposita,653,Guapira,opposita,GUAOPP,1,0.83,22.00079767,0.046759465,0.218583333,29.70608333,218.4818686,194.7156732,5.236666667,0.11849452,1.184945204,25.38114167,35.10789533,6.660353667,0.307782333,0.398976333,30.13680967,0.010129667,NA,0.153011,0.003495667
MAPI_01,Handroanthus chrysanthus,653,Handroanthus,chrysanthus,HANCHR,3,0.516123143,16.78320826,0.295924676,0.161769231,150.4174615,330.3159733,247.6600115,4.5807578,0.178771867,1.787718672,28.97830511,8.082015667,1.493540278,0.129152111,0.145871556,0.152287444,0.008430611,0.00130225,0.053902167,6.33E-06
MAPI_01,Inga 1inECPI_MAPI_01,653,Inga,1inECPI_MAPI_01,ING1,3,0.578086944,14.59551276,0.132792765,0.23,68.4625641,171.379848,348.2842561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAPI_01,Inga 2inECPI_MAPI_01,653,Inga,2inECPI_MAPI_01,ING2,3,0.578086944,22.28177543,0.499797546,0.228757937,170.0028159,161.2790878,306.9415844,2.931916027,0.128122683,1.281226833,14.5751945,7.437783667,1.4587535,0.089332667,1.212379333,0.607044667,0.008225167,-0.0013305,0.061439,-0.000951167
MAPI_01,Inga multicaulis,653,Inga,multicaulis,INGMUL,3,0.578086944,20.65099257,0.076796232,0.339858974,151.0617128,161.0876205,276.4438098,2.929298459,0.14592775,1.4592775,12.799569,4.512981,1.04956025,0.20451325,0.14287225,0.1593335,0.00945875,0.000867,0.0675265,-0.00041025
MAPI_01,Inga silanchensis,653,Inga,silanchensis,INGSIL,1,0.578086944,10.7215474,0.030349356,0.192636364,111.2724545,127.8358182,442.7309397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAPI_01,Inga spectabilis,653,Inga,spectabilis,INGSPE,1,0.578086944,10.43081266,0.006082123,0.241416667,273.36625,112.115,383.1333681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAPI_01,Jacaratia chocoensis,653,Jacaratia,chocoensis,JACCHO,3,0.265,13.22455036,0.030822951,0.205621795,142.0870171,295.2139248,163.1055655,3.590499535,0.262355025,2.62355025,35.40698725,13.8545815,6.34621075,0.1395095,0.129819,0.135714,0.00672025,0.0001785,0.04202075,-0.00061525
MAPI_01,Miconia brachycalyx,653,Miconia,brachycalyx,MICBRACH,2,0.629222222,19.2737189,0.031102553,0.143083334,181.8995609,314.437801,247.0140659,2,0.077589919,0.852284753,11.94668742,10.3692965,1.366429584,0.114140917,0.13351875,5.612162417,0.008584834,NA,0.068011417,0.001074834
MAPI_01,Miconia cf.gracilis,653,Miconia,cf.gracilis,MICGRA,1,0.629222222,7.971858445,0.027611458,0.198615385,61.16669231,288.2454802,206.5506072,0.833333333,0.060911266,0.609112664,9.678653667,15.928843,1.467274667,0.076678333,0.156038333,13.28364167,0.005873,NA,0.080086333,0.001070667
MAPI_01,Miconia explicita,653,Miconia,explicita,MICEXP,3,0.629222222,16.09046378,0.242786206,0.130882784,102.3124872,249.420075,234.2517872,2.531546337,0.098200817,0.982008167,20.98253133,18.16118733,2.375512333,0.113129833,0.1638445,17.0323405,0.007254667,0.0093475,0.085516833,-0.0026215
MAPI_01,Ochroma pyramidale,653,Ochroma,pyramidale,OCHPYR,3,NA,NA,0.609796486,0.333547009,498.9672179,179.7064411,315.1971508,4.737777778,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAPI_01,Otoba gordoniifolia,653,Otoba,gordoniifolia,OTOGOR,2,0.389027778,11.85034253,0.182765295,0.285243507,379.8466748,114.4659729,253.6901313,2.935738348,0.082846824,0.828468238,10.46075692,10.2174475,2.237299667,0.098731667,0.134092417,5.803032835,0.011035,0.000918,0.103206,0.000599917
MAPI_01,Palicourea pyramidalis,653,Palicourea,pyramidalis,PALPYR,3,0.55,8.57259915,0.018928097,0.171212454,71.75953846,186.3339074,212.6882622,3.791804229,0.072282986,0.722829856,12.56700017,12.20228461,4.125965444,0.088848389,0.187028722,11.9647775,0.012145444,0.00438965,0.180643278,-0.000155667
MAPI_01,Pourouma bicolor subsp.scobina,653,Pourouma,bicolor subsp.scobina,POUBIC,2,0.353166667,11.61733597,0.338828622,0.205125,603.4064183,136.4115907,480.0707123,4.105,0.05255,1.051,9.376,4.177333333,1.701666667,0.092666667,0.042333333,0.064333333,0.010333333,0.005,0.083333333,0.001
MAPI_01,Rhodostemonodaphne cyclops,653,Rhodostemonodaphne,cyclops,RHOCYC,2,0.395,14.53002792,0.049139222,0.207234849,195.9329205,157.3084903,311.6842364,2.329644401,0.064632434,0.646324334,12.41392133,6.61333225,1.590531917,0.050893667,1.931090084,1.004541334,0.00428375,-0.00234475,0.06427875,0.00013175
MAPI_01,Sapium laurifolium,653,Sapium,laurifolium,SAPLAU,3,NA,NA,0.007853982,0.363230769,103.8063846,111.4827949,327.477993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAPI_01,Saurauia brachybotrys,653,Saurauia,brachybotrys,SAUBRA,2,0.4106,9.938358118,0.025907929,0.276080128,407.1215641,146.5928194,172.6722124,2.776044294,0.081349506,0.910305205,23.0382295,12.59595375,2.8625095,0.14040275,0.13869375,0.32881025,0.007547,0.001301,0.062427,0.00057025
MAPI_01,Sloanea medusula,653,Sloanea,medusula,SLOMED,1,NA,NA,0.057255526,0.2188,1427.6951,148.986782,360.9580215,1.716666667,0.083791337,0.837913365,12.34253267,15.198262,2.450622,0.082618667,0.240513333,0.130711,0.011166,NA,0.108303667,NA
MAPI_01,Theobroma gileri,653,Theobroma,gileri,THEGIL,3,0.5316,20.92569382,0.169436302,0.187066667,55.29366666,245.9632044,311.6435938,2.86291006,0.093426375,0.93426375,18.96204192,5.531926334,2.17140775,0.0582535,0.119420917,0.043271334,0.008741917,0.00383325,0.0321295,0.00059775
MAPI_01,Trema integerrima,653,Trema,integerrima,TREINT,1,0.3,33.56561153,0.231573863,0.187384615,36.27146154,175.2797831,244.4517311,2.764488736,0.1478859,1.478859,32.084333,39.374182,4.246673,0.1744795,4.7618965,2.441263,0.0084765,-0.01246,0.146061,-0.000806
MAPI_01,Triplaris cumingiana,653,Triplaris,cumingiana,TRICUM,3,0.52,16.50483033,0.110368077,0.18925641,260.4698205,179.3285761,262.2427512,3.135349967,0.163231867,1.632318667,19.800097,18.29254217,2.4906335,0.134124,0.1466235,0.166669167,0.0074125,0.000732,0.121055,-0.000759833
MAPI_01,Virola reidii,653,Virola,reidii,VIRREI,1,0.35,26.8072543,0.091863311,0.289769231,92.84330769,85.69185444,325.8271108,1.937224911,0.08386215,0.8386215,7.3485715,13.485842,2.273713,0.0643765,0.110554,0.061409,0.0131545,0.001184,0.2238985,-0.0006655
MAPI_01,Virola sebifera,653,Virola,sebifera,VIRSEB,3,0.445375,8.245468316,0.17105815,0.153820513,206.3102052,267.0968843,240.8971625,3.208005895,0.152814161,1.528141611,19.18218872,7.096558722,1.643863056,0.09431,0.117119333,0.289023111,0.014710333,0.000648167,0.097287222,-0.0001485
MAPI_02,Aegiphila alba,632,Aegiphila,alba,AEGALB,1,0.656666667,15.99485104,0.021756315,0.365555556,131.3573333,274.8417778,249.1370712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAPI_02,Brosimum guianense,632,Brosimum,guianense,BROGUI,2,0.8435,22.86125613,0.166789511,0.216538462,36.94976923,124.1123846,336.9229231,2.089825986,0.094513175,0.94513175,15.41263375,16.384137,2.4635575,0.103563,0.173611,0.0923745,0.00569425,0.0020015,0.12179175,-0.00034375
MAPI_02,Brosimum utile subsp.occidentale,632,Brosimum,utile subsp.occidentale,BROUTI,3,0.505785714,10.93190073,0.279743118,0.208128205,230.559641,155.3950513,261.4403077,1.696268503,0.087851433,0.878514333,18.3941505,10.08089917,2.472687333,0.067457333,0.151244833,0.051645667,0.005890833,0.000862833,0.082662333,-0.000356833
MAPI_02,Castilla elastica,632,Castilla,elastica,CASELA,1,0.5675,35.91587087,0.253388297,0.473,122.0625385,83.42807692,325.778,1.961141531,0.1001018,1.001018,17.661015,16.447574,2.151937,0.1650455,0.111601,0.1493635,0.0068315,0.001764,0.045717,-0.0004315
MAPI_02,Conostegia 1inECPI_MAPI_01,632,Conostegia,1inECPI_MAPI_02,CON1,1,0.505482534,19.40401648,0.313987264,0.284083333,121.8998333,154.8626667,248.2005833,2.036021583,0.1069301,1.069301,16.821402,23.7367595,1.2599215,0.0967455,0.132146,9.5319175,0.0070445,0.006551,0.1229025,-0.0010735
MAPI_02,Conostegia 1inECPI_MAPI_02,632,Conostegia,1inECPI_MAPI_02,CON1,2,0.505482534,19.40401648,0.313987264,0.270423077,132.2033077,142.5231539,251.5391923,2.231475577,0.12232565,1.2232565,18.191636,20.45224975,1.6986805,0.10828625,0.19592025,9.8985075,0.00744025,0.0064,0.071343,-0.0019095
MAPI_02,Conostegia centronioides var.centronioides,632,Conostegia,centronioides var.centronioides,CONCEN,2,0.505482534,10.59977482,0.024110152,0.184538462,60.95415385,235.932077,274.1814632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAPI_02,Dacryodes cupularis,632,Dacryodes,cupularis,DACCUP,3,0.568825304,14.60910536,0.848970647,0.286192308,164.7938975,101.7468461,402.8995903,1.808986691,0.098221517,0.982215167,11.7294105,6.148554667,1.383789833,0.1048895,3.251969333,1.468675667,0.005272833,-0.005589333,0.0614655,-0.000836667
MAPI_02,Miconia brevitheca,632,Miconia,brevitheca,MICBRE,1,0.629222222,21.02649796,0.042896092,0.174923077,43.46753846,254.6418462,286.9913853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAPI_02,Miconia explicita,632,Miconia,explicita,MICEXP,2,0.629222222,8.678519595,0.017591347,0.139384616,80.93873077,263.3638846,266.0820967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAPI_02,Nectandra cf.subbullata,632,Nectandra,cf.subbullata,NECSUB,3,0.562449275,19.22710954,0.187028435,0.222158608,499.4904667,83.92736667,363.8789256,2.047522858,0.075049717,0.750497167,12.24554583,7.196245,2.083734,0.0745185,2.037131833,1.205407833,0.005928,0.045397667,0.043752833,-0.000795167
MAPI_02,Otoba gordoniifolia,632,Otoba,gordoniifolia,OTOGOR,3,0.389027778,17.91041154,1.109774673,0.344758838,374.7722563,117.3826237,193.3969596,1.777823725,0.100552033,1.005520333,15.97291783,14.78463133,2.323650167,0.076512833,0.1243585,0.112997667,0.0121675,0.000466167,0.02705,-0.000217
MAPI_02,Palicourea guianensis,632,Palicourea,guianensis,PALGUI,3,0.54,7.193564734,0.007861051,0.171157509,238.3312564,204.488641,255.6986944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAPI_02,Palicourea palenquensis,632,Palicourea,palenquensis,PALPAL,1,0.55,9.059268833,0.02108794,0.241272727,103.2015455,232.1192727,147.8052025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAPI_02,Pourouma bicolor subsp.scobina,632,Pourouma,bicolor subsp.scobina,POUBIC,3,0.353166667,28.95622228,2.664982417,0.255839744,960.56226,132.2269414,282.7575737,2.285096808,0.112078367,1.120783667,18.21913683,10.73607,2.645752667,0.106988167,1.678718,0.826464833,0.008723167,-0.002711833,0.125288833,-0.000274167
MAPI_02,Theobroma gileri,632,Theobroma,gileri,THEGIL,3,0.5316,13.01626598,0.174328549,0.173952992,54.63256197,268.8193611,273.6419359,2.729292638,0.138074067,1.380740667,36.6761615,6.316050167,2.194214667,0.1764745,2.317509,1.213424167,0.0131255,-0.003743833,0.059771333,-0.000824667
MAPI_02,Trichospermum galeottii,632,Trichospermum,galeottii,TRIGAL,1,0.27,33.13893824,0.18020254,0.214857143,64.42984615,147.8733846,368.8534615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAPI_02,Virola reidii,632,Virola,reidii,VIRREI,3,0.35,21.69770052,0.190623202,0.258858974,97.42084827,116.3018739,315.7209509,2.063301441,0.0866968,0.866968,13.5836195,11.70584783,2.066024167,0.064322833,0.089483667,0.044307833,0.0156535,0.000471167,0.188932,-0.0003495
MIND_01,Chrysochlamys dependens,1277,Chrysochlamys,dependens,CHRDEP,3,0.43,11.5260448,0.173442618,0.354138889,237.8968056,126.5456389,238.2618067,1.761111111,0.048965933,0.576020722,4.775008333,4.137300889,1.141227778,0.0681475,0.145588111,0.109769667,0.00596775,0.001001,0.057515333,0.0009815
MIND_01,Coussapoa contorta,1277,Coussapoa,contorta,COUCON,2,0.483583333,18.71124612,0.273134778,0.199868132,96.97261539,246.3516773,299.2764788,2.295,0.101808933,1.092632417,6.285684335,15.09912442,3.23674025,0.090220917,0.168176084,10.14510542,0.005175417,NA,0.044283667,0.002113917
MIND_01,Dacryodes cupularis,1277,Dacryodes,cupularis,DACCUP,3,0.568825304,8.810412193,0.641276816,0.198054945,225.5334542,143.9308038,381.2854031,2.69,0.070826105,0.708261051,5.117745555,7.125941555,3.315516333,0.120046555,0.140212778,0.129915778,0.012204667,0.004,0.057595778,0.001583222
MIND_01,Dendropanax macrocarpus,1277,Dendropanax,macrocarpus,DENMAC,3,0.419833333,10.24757216,1.164593111,0.177974359,79.68248077,210.9349575,294.1583543,2.79,0.251896734,2.83560513,19.11789994,27.18836322,6.661245889,0.628462778,0.5197975,2.032788556,0.053950417,0.000848333,0.219842889,0.002004167
MIND_01,Faramea langlassei,1277,Faramea,langlassei,FARLAN,3,0.584,10.02147424,0.117661279,0.207448718,73.36210043,140.6069848,344.110607,2.15,0.105310267,1.053102669,6.182994445,11.86128178,1.90397,0.151006778,0.342134667,0.089462778,0.014922584,0.000412333,0.063041,0.002332
MIND_01,Graffenrieda cucullata,1277,Graffenrieda,cucullata,GRACUC,1,NA,NA,0.024605739,0.23975,170.8491667,154.1756667,241.3832048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIND_01,Hedyosmum goudotianum var. goudotianum,1277,Hedyosmum,goudotianum var. goudotianum,HEDGOU,3,0.45,12.0550091,0.378744126,0.29125,91.29727779,161.8140811,248.1609511,2.82919746,0.17201087,1.720108702,38.71033971,17.714341,4.384776778,0.235704167,0.271573555,0.139854611,0.023866167,-0.001208,0.098381722,0.000484667
MIND_01,Heisteria asplundii,1277,Heisteria,asplundii,HEIASP,3,0.69625,13.55505042,0.3374958,0.260713675,112.0689637,142.3355986,365.1688813,1.886666667,0.073612767,0.736127667,8.098766222,9.607636999,1.513886111,0.306867111,0.222230445,0.281453111,0.012028556,0.000812778,0.028821555,0.000702111
MIND_01,Heliocarpus americanus,1277,Heliocarpus,americanus,HELAME,2,0.221333333,15.69632847,0.169317708,0.228547619,151.5069286,238.3769524,169.7344764,3.846110018,0.1575668,1.575668,16.3764175,6.61649575,2.332112,0.080595,0.1673455,0.063885,0.018352,2.45E-05,0.0374345,-0.00032275
MIND_01,Hieronyma asperifolia,1277,Hieronyma,asperifolia,HIEASP,2,0.500460553,12.45013293,0.378089105,0.352538462,182.4673654,88.8299137,319.2144615,3.088333333,0.03985025,0.3985025,6.5757365,6.429203334,1.971641334,0.070928333,0.968143,1.771044,0.009914833,0.003,0.024842334,0.001
MIND_01,Huertea glandulosa,1277,Huertea,glandulosa,HUEGLA,3,0.4285,17.37874387,0.44680359,0.248398601,73.03280186,115.3490303,284.9946617,1.876112052,0.093567617,0.935676167,7.4791635,21.53535867,1.947983,0.052519833,0.071883833,0.063852,0.007636333,-0.000721333,0.010698,-5.85E-05
MIND_01,Inga 4inECPI_MIND_01,1277,Inga,4inECPI_MIND_01,ING4,1,0.578086944,12.01383114,0.094984483,0.209153846,70.20546154,130.5811538,440.1541857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIND_01,Inga multicaulis,1277,Inga,multicaulis,INGMUL,1,0.578086944,12.17076709,0.01901449,0.238142857,65.40053846,250.4960769,425.0934947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIND_01,Inga silanchensis,1277,Inga,silanchensis,INGSIL,3,0.578086944,15.49293136,0.089461564,0.189794872,60.47869231,203.5659487,419.0496606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIND_01,Miconia 1inECPI_MIND_01,1277,Miconia,1inECPI_MIND_01,MIC1,1,0.629222222,9.030840806,0.018531468,0.1681,22.113,228.0061111,230.4787542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIND_01,Nectandra acutifolia,1277,Nectandra,acutifolia,NECACU,3,0.562449275,12.78969505,0.158776093,0.160816434,101.4451705,180.2584897,351.6123289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIND_01,Nectandra purpurea,1277,Nectandra,purpurea,NECPUR,3,0.431,13.79161599,0.256675974,0.253897436,158.8419744,94.19017949,405.5209204,1.649915154,0.061573983,0.615739833,6.963837167,13.31696733,1.809248167,0.056675333,0.084716,0.168256,0.007939833,0.000360667,0.035723167,-0.000544667
MIND_01,Ocotea cf.pichinchensis,1277,Ocotea,cf.pichinchensis,OCOPIC,1,0.539081638,11.07334208,0.011122023,0.259923077,105.6913077,91.68738462,439.6080251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIND_01,Ocotea insularis,1277,Ocotea,insularis,OCOINS,3,0.539081638,10.6583799,0.394437953,0.194877289,108.0128205,98.68684448,463.6867555,2.347777778,0.105275894,1.052758937,12.50908289,17.44214878,3.176056445,0.106813667,0.139445556,0.513260556,0.011694667,0.001,0.039062889,0.001540834
MIND_01,Ocotea pacifica,1277,Ocotea,pacifica,OCOPAC,2,0.539081638,17.22053757,0.125842777,0.262724359,61.60399039,137.4685128,304.6315254,2.244615387,0.083238575,0.83238575,5.8405665,13.00071725,2.51793475,0.06910975,0.10516725,0.0905785,0.02134525,2.45E-05,0.02296775,-0.00023975
MIND_01,Palicourea guianensis,1277,Palicourea,guianensis,PALGUI,3,NA,NA,0.028063848,0.154282051,126.4589487,195.2275897,250.0920836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIND_01,Persea pseudofasciculata,1277,Persea,pseudofasciculata,PERPSE,3,0.514030303,13.31256111,0.341354462,0.257301282,281.0775705,220.3938355,360.7286778,1.611430226,0.0846165,0.846165,9.8270825,7.502784833,2.306526667,0.069572333,0.093228833,0.350592333,0.008498167,-0.000405667,0.040063833,-0.000250833
MIND_01,Roupala montana,1277,Roupala,montana,ROUMON,2,0.783333333,31.85953938,0.7705078,0.200208334,108.8344167,147.1515041,357.9336421,3.146666667,0.090642111,1.301337462,21.02057467,21.60061608,7.0557285,0.188099167,0.243466834,0.29616925,0.017127834,0.001,0.499870084,0.0013295
MIND_01,Saurauia bachybotryx,1277,Saurauia,brachybotrys,SAUBRA,1,0.4106,11.45077131,0.444350007,0.435083333,325.1914167,145.0269494,195.7403867,5.066666667,0.085839314,0.858393138,13.319871,22.332199,4.972631333,0.172171333,2.663807,0.733728333,0.01042,0.000805333,0.083573667,0.002775667
MIND_01,Saurauia brachybotrys,1277,Saurauia,brachybotrys,SAUBRA,2,0.4106,11.45077131,0.444350007,0.393576924,293.5668077,142.2953518,187.6515832,2.225,0.071810756,0.718107561,7.944353,12.37000767,2.7011335,0.1086635,0.1255345,0.128518667,0.0090195,0.001,0.030277167,0.002492334
MIND_01,Spirotheca awadendron,1277,Spirotheca,awadendron,SPIAWA,1,NA,NA,0.66645825,0.438230769,175.0533077,77.47892308,247.7536923,1.479165806,0.0495565,0.495565,7.535523,4.4279655,1.3453275,0.0242405,0.0607305,0.016477,0.0498565,6.45E-05,0.004372,2.15E-05
RIBR_01,Aegiphila alba,1640,Aegiphila,alba,AEGALB,3,0.656666667,12.66678976,0.047665029,0.242252007,215.7671153,198.1036128,171.8436672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIBR_01,Alchornea cf.bogotensis,1640,Alchornea,cf.bogotensis,ALCBOG,2,0.408433333,17.0388338,0.084852062,0.238807693,43.24129167,134.8711923,282.2158892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIBR_01,Alchornea triplinervia,1640,Alchornea,triplinervia,ALCTRI,3,0.466666667,8.108241876,0.083343311,0.225025641,47.60566667,160.529641,263.2499769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIBR_01,Banara regia,1640,Banara,regia,BANREG,3,0.653833333,6.717773052,0.182744087,0.205846154,473.9131538,192.0002866,248.1207098,1.112222222,0.095244778,0.952447778,10.16792978,8.26622711,2.041292445,0.093167,0.102826333,0.082694556,0.009460667,0.001394556,0.087880222,0.001153667
RIBR_01,Eugenia cf.florida,1640,Eugenia,cf.florida,EUGFLO,3,0.722760274,11.60873433,0.203588557,0.234410256,41.59233333,115.5587606,433.02258,3.217777778,0.185111578,1.851115778,19.39968856,12.01102244,3.271234111,0.147978556,0.334752445,3.580578111,0.019338667,0.001,0.045728556,0.0018
RIBR_01,Guarea kunthiana,1640,Guarea,kunthiana,GUAKUN,3,0.616166667,7.136271204,0.030760904,0.318407925,239.6149161,107.1840117,231.8363056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIBR_01,Hedyosmum anisodorum,1640,Hedyosmum,anisodorum,HEDANI,3,0.45,9.222867445,0.444121457,0.320615385,85.20802565,173.7150576,200.6591737,2.335555556,0.090372895,0.946738209,13.77829095,13.11050889,3.127574222,0.142956111,0.200429,3.173847111,0.013157945,0.001620333,0.068566222,0.000764056
RIBR_01,Hedyosmum cuatrecazanum,1640,Hedyosmum,cuatrecazanum,HEDCUA,3,0.45,17.84463836,0.497683253,0.452284188,80.39192521,174.8412128,176.318879,0.568888889,0.077745811,0.777458111,7.767752667,14.58279656,2.379024222,0.071592333,0.076369444,0.102191333,0.005156778,0.001404555,0.141876222,0.001297667
RIBR_01,Hedyosmum goudotianum var. goudotianum,1640,Hedyosmum,goudotianum var. goudotianum,HEDGOU,3,0.45,8.172852002,0.158538116,0.323230769,79.18607692,122.8376667,231.3456655,1.73074876,0.064839167,0.648391667,5.251552167,18.5713265,3.406288167,0.083059,0.272195833,0.092686,0.008699833,-2.65E-05,0.088541167,-3.15E-05
RIBR_01,Inga nobilis subsp. quaternata,1640,Inga,nobilis subsp. quaternata,INGNOB,3,0.56,14.52069153,0.248653133,0.268138889,112.486829,142.716865,330.3777314,5.181666667,0.070007583,0.700075833,4.186183667,3.402749167,1.3286225,0.059031,0.083939667,0.192537667,0.007893167,0.001,0.046105167,0.000887334
RIBR_01,Meriania maxima,1640,Meriania,maxima,MERMAX,3,0.49,15.29797804,0.189097174,0.294394872,264.3214667,122.0786359,280.3260573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIBR_01,Miconia clathrantha,1640,Miconia,clathrantha,MICCLA,3,0.629222222,12.81999655,2.561715913,0.294438229,113.8668118,102.6442853,357.9158021,2.995048527,0.0596807,0.596807,3.7905605,9.994665778,1.160564167,0.102093667,0.137812333,3.496779111,0.0052705,0.00502475,0.027154222,0.000688611
RIBR_01,Miconia rivetii,1640,Miconia,rivetii,MICRIV,3,0.629222222,7.766559146,0.252903703,0.318307693,334.0688162,196.596532,201.205945,2.555555556,0.045075378,0.450753778,4.479785222,7.488930556,1.643128222,0.076694,0.091792667,3.258157889,0.007614,0.001,0.206042,0.001647334
RIBR_01,Miconia theaezans,1640,Miconia,theaezans,MICTHE,2,0.629222222,15.13936896,0.132795907,0.247653847,55.23446154,116.5135385,293.6919388,1.627886041,0.0651681,0.651681,2.2305845,12.269871,1.01165175,0.075243,0.0904505,8.80887025,0.0050905,0.00622275,0.03179225,-0.00182475
RIBR_01,Ocotea insularis,1640,Ocotea,insularis,OCOINS,3,0.539081638,12.70104487,0.306028039,0.218631868,137.1904359,109.2065129,355.1349156,1.841020719,0.073900267,0.739002667,5.090234833,6.883612833,0.777463167,0.062711333,0.071604833,0.091187333,0.010305,-0.0005175,0.031604,-0.000295
RIBR_01,Otoba gordoniifolia,1640,Otoba,gordoniifolia,OTOGOR,3,0.389027778,13.91620021,0.250483895,0.384784965,223.2861099,103.2803436,222.2576649,1.628888889,0.040054767,0.400547667,4.397951333,7.879051111,1.797127011,0.055913778,0.071657333,0.129700889,0.010012444,0.001,0.02515,0.001352111
RIBR_01,Persea pseudofasciculata,1640,Persea,pseudofasciculata,PERPSE,3,0.514030303,10.7048031,0.131188982,0.264441225,151.4800303,74.13776224,414.1943717,1.478183754,0.070023417,0.700234167,4.115805,7.202458667,0.883423167,0.0608675,0.0948555,0.098064667,0.005448,-0.000632333,0.089484167,-0.000109833
RIBR_01,Saurauia pseudostrigillosa,1640,Saurauia,pseudostrigillosa,SAUPSE,3,0.4106,9.592682115,0.190565083,0.283574359,302.9348205,172.5854046,171.4667222,0.232222222,0.056138745,0.561387445,7.478001445,9.326454,1.752165333,0.061336556,0.064820222,0.100684,0.005223333,0.001923,0.012235889,0.001255778
RIBR_01,Vismia lateriflora,1640,Vismia,lateriflora,VISLAT,3,0.493083333,11.93207895,0.239216573,0.234512821,69.67958974,134.4543846,291.9728129,1.506159186,0.08328175,0.8328175,4.088589667,13.62810667,1.240454667,0.056349,0.079608,0.061815667,0.020171,-0.000180167,0.031979333,-0.0001435
