Plot,Scientific_name,Elevation,Genus,Species,Species_acronimum,N.TREE,WD_g_cm3,Ht2019_m,Sum_BA_2019.m2.,Mean.LBT_mm,Mean.LA_cm2,Mean.SLA_cm2_g,Mean.LDMC_mg_g,Mean.N.por,Mean.P.por,Mean.P.mg.g,Mean.K.mg.g,Mean.Ca.mg.g,Mean.Mg.mg.g,Mean.Fe.mg.g,Mean.Na.mg.g,Mean.Al.mg.g,Mean.Cu.mg.g,Mean.Pb.mg.g,Mean.Mn.mg.g,Mean.As.mg.g
INTI_02,Aiouea palaciosii,1829,Aiouea,palaciosii,AIOPAL,3,0.37,10.43042599,0.126718495,0.21873841,154.0680081,178.3804777,259.0747712,0.465555556,0.071444365,0.714443646,11.347814,13.24540567,3.503697556,0.149153444,0.229040556,4.470279889,0.009996167,0.000882333,0.147755,0.001385889
INTI_02,Bunchosia argentea,1829,Bunchosia,argentea,BUNARG,3,0.65,15.93870514,0.134039977,0.237425213,82.25927564,160.2335257,240.2912515,1.908888889,0.110498033,1.26140556,16.51342644,17.95282083,4.233528722,0.138863555,0.277742778,0.734901333,0.017680167,0.000905056,0.211746611,0.001542333
INTI_02,Cinchona pubescens,1829,Cinchona,pubescens,CINPUB,2,0.54,12.92119967,0.129172865,0.224089286,246.0759391,290.8858758,106.8009781,3.486362085,0.179195937,1.791959365,36.92743617,7.449917167,3.382857167,0.197203,0.203442167,0.454680334,0.023190834,0.000450084,0.046598834,0.000112
INTI_02,Critoniopsis occidentalis,1829,Critoniopsis,occidentalis,CRIOCC,3,0.359278275,13.8112279,0.46749255,0.167235043,148.1865684,367.0633393,173.565989,2.187777778,0.280428394,2.804283943,31.01270122,16.65024844,5.165650222,0.333254778,0.317581444,0.458989667,0.022684889,0.000382817,0.093383333,0.004044667
INTI_02,Cuatresia cuspidata,1829,Cuatresia,cuspidata,CUACUS,3,0.359278275,9.156982971,0.072127042,0.288120726,107.6905812,235.8760053,103.7244712,2.922508594,0.1779793,1.779793,58.46374875,10.478909,4.1353265,0.12579775,0.168327,0.11438,0.00966325,0.0005655,0.04006175,-0.0004875
INTI_02,Dussia lehmannii,1829,Dussia,lehmannii,DUSLEH,1,0.59,21.30604106,0.079422604,0.355923077,122.6342308,119.9190769,226.5055385,2.540705009,0.1813964,1.813964,30.0069995,7.874501,3.0427385,0.1348855,0.111225,0.094289,0.00862,0.0014165,0.0244155,-0.0005845
INTI_02,Elaeagia utilis,1829,Elaeagia,utilis,ELAUTI,3,0.359278275,17.6025636,0.853500824,0.224051282,564.7207885,186.6165577,211.0036301,4.571111111,0.064056694,0.640566937,15.28090733,12.342949,3.200799333,0.136151444,0.189416111,0.271927889,0.001812667,0.0015,0.030736778,0.001454834
INTI_02,Ficus brevibracteata,1829,Ficus,brevibracteata,FICBRE,3,0.405534662,16.41202978,0.129295387,0.219025641,121.248641,202.3151194,265.1640307,1.383333333,0.161673496,1.616734955,17.74579422,23.43254122,5.475758222,0.238366111,0.335472667,14.84747756,0.018809889,0.001069334,0.658547778,0.002578667
INTI_02,Ficus cervantesiana,1829,Ficus,cervantesiana,FICCER,1,0.405534662,23.97766058,0.13445781,0.292769231,58.47569231,102.9139748,273.7747905,0.786666667,0.082122846,0.821228464,15.660376,12.80191733,2.168249667,0.104934667,0.172942333,0.092977667,0.003256667,0.000492,0.028608,0.001588
INTI_02,Ficus dulciaria,1829,Ficus,dulciaria,FICDUL,2,0.405534662,16.47955503,0.202660214,0.284846154,81.1485,136.6505005,219.9702061,0.165,0.041568086,0.415680857,13.868242,16.29107034,3.178325667,0.089286333,0.1800745,0.244482834,0.005388833,0.000571667,0.030781,0.001785
INTI_02,Hedyosmum cuatrecazanum,1829,Hedyosmum,cuatrecazanum,HEDCUA,3,0.45,19.71800893,0.127725376,0.372487179,73.81341026,229.2981646,107.3699407,3.306666667,0.171384475,1.944450542,23.98369983,32.69215828,6.111203778,0.272942833,0.815444611,2.742872833,0.016720389,0.002847667,0.147379611,0.0013765
INTI_02,Inga fendleriana,1829,Inga,fendleriana,INGFEN,2,0.578086944,16.28648832,0.30817296,0.173153846,212.5413846,351.874258,304.8997608,3.486666667,0.115907793,1.159077935,14.05312933,6.605277,1.630822333,0.070221667,0.217271333,0.032694667,0.011302333,NA,0.043869,0.001023
INTI_02,Meriania maxima,1829,Meriania,maxima,MERMAX,3,0.49,9.80327838,0.006221139,0.281532051,192.7400556,144.0793056,211.8484308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INTI_02,Miconia clathrantha,1829,Miconia,clathrantha,MICCLA,3,0.629222222,21.7120026,0.084496276,0.288794872,85.48430769,135.2438974,289.5009497,2.443997362,0.10834905,1.0834905,12.321921,16.90204,2.1825115,0.108563,0.133243,5.750092,0.0037245,0.003199,0.0602525,-0.001559
INTI_02,Myrcia fallax,1829,Myrcia,fallax,MYRFAL,3,0.82,15.62347746,0.13696323,0.247461538,98.15343589,108.4767502,346.2759728,2.874444444,0.16099406,1.6099406,12.38760678,19.70147989,4.005559333,0.269620333,0.530184778,9.260656667,0.018121278,0.002808,0.211875889,0.001992444
INTI_02,Nectandra acutifolia,1829,Nectandra,acutifolia,NECACU,3,0.562449275,16.87831318,0.233565632,0.19525,81.38657904,105.2095756,420.7679188,1.39,0.121708348,1.217083484,12.072087,18.11137089,3.615611111,0.175963111,0.211688556,6.771169,0.012561667,0.002107444,0.094509778,0.001767667
INTI_02,Nectandra subbullata,1829,Nectandra,subbullata,NECSUB,3,0.562449275,12.6232545,0.340238411,0.227185897,208.7349231,103.6381593,346.2348367,0.295555556,0.05953232,0.5953232,5.873228111,4.841084445,1.783519778,0.058624889,0.130846222,0.150342111,0.009266,0.001352334,0.019582667,0.003450111
INTI_02,Ocotea cf.heterochroma,1829,Ocotea,cf.heterochroma,OCOHET,1,0.539081638,25.64487173,0.145896348,0.204916667,200.58825,105.8475415,313.3920979,0.656666667,0.197625203,1.976252031,12.16993067,21.26796533,3.388070667,0.114635333,0.181534333,7.204059333,0.017367667,0.006,0.087634667,NA
INTI_02,Ocotea pichinchensis,1829,Ocotea,pichinchensis,OCOPIC,3,0.539081638,17.95000603,0.701375483,0.313527778,92.83309403,123.98642,340.9887056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INTI_02,Palicourea demissa,1829,Palicourea,demissa,PALDEM,3,0.55,12.92119967,0.045956789,0.242397307,115.6588619,290.1871481,165.5204538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INTI_02,Persea pseudofasciculata,1829,Persea,pseudofasciculata,PERPSE,1,0.514030303,21.75233117,0.085012283,0.247692308,157.3734615,83.33753846,390.5979231,1.779528239,0.1247538,1.247538,18.1011885,2.789809,0.939289,0.0383115,0.1007485,0.026409,0.0033255,-0.000161,0.011044,-0.0002575
INTI_02,Sapium laurifolium,1829,Sapium,laurifolium,SAPLAU,3,0.419269608,11.51490442,0.435102729,0.212,163.7777436,325.2134785,159.8777296,2.595555555,0.201992978,2.01992978,17.44689333,13.75595322,3.102463111,0.159624333,0.338454111,3.625737778,0.011428445,0.003143,0.262269333,0.001742222
INTI_02,Saurauia pseudostrigillosa,1829,Saurauia,pseudostrigillosa,SAUPSE,2,0.4106,11.64239846,0.09727549,0.216697116,199.4000096,183.7112597,296.6369297,1.846666667,0.178331079,1.783310783,19.72061967,13.90628333,4.900057333,0.097457833,0.292650834,0.324932,0.013229833,0.001138333,0.0163705,0.001718
MALO_01,Calatola costaricensis,1018,Calatola,costaricensis,CALCOS,3,0.5655,11.39772329,0.308452564,0.214128205,188.8647692,168.0915098,222.1411065,3.998333334,0.203328695,2.03328695,24.9734445,17.938149,3.923225333,0.222588,0.446789833,2.025406667,0.018756,0.002396667,0.208432,0.002
MALO_01,Cecropia gabrielis,1018,Cecropia,gabrielis,CECGAB,3,0.339835034,22.49632475,0.2836222,0.325768687,2587.364778,167.4361651,291.3362706,2.013459959,0.09982055,0.9982055,4.093096833,7.247987333,1.515394333,0.124691,0.331534167,0.113859333,0.013337,0.000652333,0.047870167,-0.000336667
MALO_01,Chrysochlamys dependens,1018,Chrysochlamys,dependens,CHRDEP,3,0.43,15.96326955,0.028352874,0.26,235.7805897,166.0926923,182.4678486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALO_01,Coussarea latifolia,1018,Coussarea,latifolia,COULAT,3,0.6182,10.58699829,0.308718026,0.291617521,387.5760658,131.4222219,198.2390702,3.787777778,0.231111628,2.779498246,18.97527528,15.33071328,3.239038389,0.312189222,0.5670375,0.405334833,0.064289167,0.036323,0.151104722,0.026040333
MALO_01,Critoniopsis occidentalis,1018,Critoniopsis,occidentalis,CRIOCC,3,0.568419995,10.59093326,0.13449865,0.141750916,171.2083333,316.1525773,188.6158167,1.544888889,0.206999746,2.069997461,24.82906056,32.36326811,3.905025666,0.241587778,0.532155,24.27517333,0.022728667,0.0045,0.244042333,0.002596778
MALO_01,Croton tessmannii,1018,Croton,tessmannii,CROTESS,3,0.39,14.76869337,0.087143068,0.231435897,153.3249231,147.6524506,293.4462901,2.7110898,0.168183567,1.681835667,12.479983,19.1168375,2.879779,0.090013667,0.333400667,0.291829667,0.008863667,0.001051,0.167593833,-0.0013135
MALO_01,Dacryodes cupularis,1018,Dacryodes,cupularis,DACCUP,3,0.568825304,16.41753987,0.148809391,0.210122711,180.466359,119.8941237,355.6895967,2.503333334,0.213820669,2.138206687,31.29235167,15.8172465,3.495789,0.357269,0.3880845,0.372115,0.020881,0.001872334,0.154835334,0.002738334
MALO_01,Dussia lehmannii,1018,Dussia,lehmannii,DUSLEH,1,0.59,25.99310692,0.106940599,0.196461538,112.8521538,346.7303018,243.8436969,2.092848198,0.2493489,2.493489,3.707583,10.2938875,1.0659925,0.046504,-0.0896635,0.0269775,0.0014495,0.0013975,0.0101525,-0.002718
MALO_01,Eschweilera cf.awaensis,1018,Eschweilera,cf.awaensis,ESCAWA,3,0.825263021,13.91060048,0.178708713,0.197299767,693.6370806,112.8275419,386.9414758,1.885555556,0.139718451,1.397184512,16.255,13.96669255,3.055376111,0.165634333,0.233786,0.273665333,0.016370667,0.003063334,0.170884889,0.0021095
MALO_01,Eugenia crassimarginata,1018,Eugenia,crassimarginata,EUGCRA,3,0.722760274,14.70256693,0.108028376,0.2112326,74.43907692,202.0118852,387.6713454,1.357178146,0.05412925,0.5412925,6.012253833,9.847512667,1.330977,0.052459667,0.146512333,3.875129333,0.004158667,0.003309667,0.0340215,-0.003200833
MALO_01,Ficus cf.caldasiana,1018,Ficus,cf.caldasiana,FICCAL,2,0.405534662,16.14801599,0.129844381,0.24325,276.397125,202.7252997,211.688904,2.185472931,0.221977375,2.21977375,21.99552675,8.532551,2.14080475,0.15315175,0.35161275,0.152828,0.05360525,0.02049525,0.0195025,-0.00838625
MALO_01,Guarea kunthiana,1018,Guarea,kunthiana,GUAKUN,3,0.616166667,6.07557829,0.414718505,0.253307692,239.0195128,175.5652509,282.1949688,2.046666667,0.208413957,2.08413957,24.2617305,19.68308617,4.806316333,0.245701334,0.304334833,11.06124683,0.021601667,0.001971834,0.2503185,NA
MALO_01,Guatteria pichinchae,1018,Guatteria,pichinchae,GUAPIC,1,0.577092593,32.72991251,0.200296167,0.209090909,167.8346364,130.8425455,306.9807273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALO_01,Helicostylis tovarensis,1018,Helicostylis,tovarensis,HELTOV,2,0.668666667,18.76506178,0.090582327,0.161538462,82.11615385,396.3350501,236.1992276,3.498608543,0.145479075,1.45479075,16.704589,8.01925675,1.6181995,0.1881235,0.079052,0.1909175,0.02938075,0.01246225,0.1784405,-0.00492875
MALO_01,Indeterminado 4inECPI_MALO_01,1018,Indeterminado,4inECPI_MALO_01,IND4,1,0.568419995,9.815962256,0.037326833,0.350166667,224.7309167,141.9031667,162.9596664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALO_01,Licania durifolia,1018,Licania,durifolia,LICDUR,3,0.819962424,29.48085409,0.403707222,0.170833333,173.9441239,135.9203127,344.1605169,0.983333333,0.101413879,1.014138795,17.11555822,12.77597622,2.37075,0.185294333,0.214645444,0.212351222,0.013963778,0.001293889,0.097274556,NA
MALO_01,Miconia 1inECPI_MALO_01,1018,Miconia,1inECPI_MALO_01,MIC1,1,0.629222222,8.534136277,0.005152997,0.192153846,25.04353846,313.4153077,182.733292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALO_01,Miconia brachycalyx,1018,Miconia,brachycalyx,MICBRACH,2,NA,NA,0.642215367,0.242626374,129.07,143.9229662,346.723039,1.483333333,0.157831654,1.578316535,26.77066267,21.599301,4.735083667,0.169859333,0.280126667,0.531153,0.024548,NA,0.046701667,0.001439333
MALO_01,Miconia theaezans,1018,Miconia,theaezans,MICTHE,3,0.629222222,8.688407585,0.005410608,0.196470862,24.57458508,294.5460979,213.3060646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALO_01,Naucleopsis capirensis,1018,Naucleopsis,capirensis,NAUCAP,3,0.6505,13.23432454,0.227013057,0.177355311,60.71489744,213.1996175,293.8222808,1.983333333,0.115693914,1.156939143,13.34020111,6.793898778,2.059352778,0.175471667,0.216297222,0.466503667,0.023116444,0.001216333,0.092154444,0.0015
MALO_01,Naucleopsis chiguila,1018,Naucleopsis,chiguila,NAUCHI,1,0.6505,24.42356215,0.090258742,0.20825,168.0621667,261.5938944,338.1150978,2.195456177,0.1349176,1.349176,18.8123535,9.7221585,1.5086845,0.1867865,0.0036535,0.2473315,0.0340105,0.026344,0.033058,-0.009503
MALO_01,Ocotea insularis,1018,Ocotea,insularis,OCOINS,3,0.539081638,16.06319787,0.707413625,0.240769231,103.9642051,105.7160635,326.8926545,1.096666667,0.138928209,1.389282085,10.969391,10.89840533,2.900020667,0.166401667,0.23461,2.832859667,0.026104667,0.001879667,0.997038667,NA
MALO_01,Palicourea demissa,1018,Palicourea,demissa,PALDEM,1,NA,NA,0.022236192,0.316461538,228.8112308,153.663,168.3708705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALO_01,Protium ecuadorense,1018,Protium,ecuadorense,PROECU,3,0.56821129,11.53957549,0.30741191,0.20074359,274.9921795,154.174711,297.5543648,4.025,0.205211263,2.052112625,19.9359305,10.61865117,1.8300685,0.208845667,1.0799685,0.325130167,0.0263355,0.001661667,0.049904167,0.0013795
MALO_01,Richeria dressleri,1018,Richeria,dressleri,RICDRE,3,0.576666667,8.765172406,0.035968093,0.327003497,146.9617149,147.7701604,195.1118093,2.195555556,0.216287909,2.16287909,25.60402767,21.43776833,3.666652334,0.299474778,0.613239778,0.603713111,0.022389445,6.30E-05,0.099038667,0.0010215
MALO_01,Salacia cordata,1018,Salacia,cordata,SALCOR,3,0.76,21.36493321,0.52962854,0.284897436,306.0738462,101.1909122,323.138785,2.72,0.211199546,2.111995467,12.91275567,18.25062955,3.430442556,0.161400778,1.318233445,0.286758444,0.013833445,0.000442667,0.086150666,0.001758834
MALO_01,Sapium stylare,1018,Sapium,stylare,SAPSTY,1,0.47,24.68763588,0.092940877,0.236230769,34.55338462,159.7191538,247.2498462,2.499350637,0.2495703,2.495703,9.2582655,14.82188,1.7870315,0.1050825,0.0117545,0.0953025,0.0186735,0.021563,0.0300495,-0.0112655
MALO_01,Simarouba amara,1018,Simarouba,amara,SIMAMA,1,0.383333333,37.82736585,0.29705722,0.4291,39.2231,102.0516,251.4333,1.91420905,0.0552481,0.552481,1.652474,7.791768,0.825078,0.0335435,-0.0377645,0.033264,0.0008965,-0.0005575,0.002191,-0.0030305
MALO_01,Tetrorchidium andinum,1018,Tetrorchidium,andinum,TETAND,2,0.4545,15.56391191,0.087403034,0.209105769,293.9508334,235.3013091,224.6357426,2.485667834,0.0465825,0.465825,1.8199355,9.6795495,1.0857325,0.064367,0.120151,0.08405625,0.00323775,-0.00084975,0.03901325,-0.00260775
MALO_01,Tetrorchidium euryphyllum,1018,Tetrorchidium,euryphyllum,TETEUR,3,0.4545,13.74568618,0.206575425,0.166893773,259.021359,245.7583115,170.9441637,5.032222222,0.320909499,3.209094989,40.52559178,34.35167144,6.643636,0.358077556,0.418016445,0.812650889,0.028446778,0.000943834,0.247759,0.001044334
MALO_02,Bellucia 1inECPI_MALO_02,827,Bellucia,1inECPI_MALO_02,BEL1,3,0.540833333,14.77674251,0.535653331,0.192294872,219.5307073,123.8020256,268.762562,2.615906758,0.063942133,0.639421333,4.331012333,4.310145,0.846036333,0.076489667,0.116623667,7.022924167,0.024226833,0.0043065,0.025000167,-0.001415167
MALO_02,Brosimum utile subsp.occidentale,827,Brosimum,utile subsp.occidentale,BROUTI,1,0.505785714,13.64705647,0.687298791,0.205153846,236.9647692,137.9648702,387.4003406,2.433333333,0.113533333,1.135333333,31.072,7.441333333,2.623666667,0.334,0.611333333,0.728666667,0.02,0.001,0.022666667,0.001
MALO_02,Browneopsis macrofoliolata,827,Browneopsis,macrofoliolata,BROMAC,3,0.597866335,13.90568407,0.183527918,0.174356838,199.9565791,132.4436175,345.3217179,1.891321114,0.064646133,0.646461333,6.508763667,2.964652,0.642512,0.028901,0.060570333,0.0255395,0.023762333,9.02E-05,0.006147667,-0.0006405
MALO_02,Chrysochlamys cf.dependens,827,Chrysochlamys,cf.dependens,CHRDEP,1,0.43,8.641741674,0.003959192,0.262615385,239.2271538,170.7705385,181.3029729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALO_02,Coccoloba obovata,827,Coccoloba,obovata,COCOBO,1,0.686923077,27.97517455,0.161139355,0.167555556,152.2157778,282.3621111,201.0156667,2.211057886,0.08016965,0.8016965,16.215628,2.028749,0.8987165,0.11798,0.0471725,0.1473595,0.018584,0.0004285,0.0171735,-0.0003895
MALO_02,Dacryodes cupularis,827,Dacryodes,cupularis,DACCUP,3,0.568825304,13.23804612,0.874580125,0.231230769,173.4621026,138.3875926,372.3154266,3.235,0.158116667,1.581166667,21.49416667,8.854166669,1.637,0.091333334,0.422333333,0.54,0.002833334,NA,0.03,0.001666667
MALO_02,Eschweilera caudiculata,827,Eschweilera,caudiculata,ESCCAU,3,0.825263021,10.88275121,0.33957789,0.169998901,85.45330769,219.7748256,323.6341046,2.178162591,0.148222317,1.482223167,15.85513139,8.742413613,1.465078833,0.078064944,0.308164722,0.476632389,0.004635278,-0.003122,0.043850222,6.18E-05
MALO_02,Eugenia crassimarginata,827,Eugenia,crassimarginata,EUGCRA,3,0.722760274,12.37394341,0.186487295,0.278076923,41.9625641,153.1690392,380.3923767,1.073333334,0.226641667,2.266416667,26.8145,8.874833334,2.1495,0.412333333,1.0475,0.515666667,0.0085,NA,0.022333334,NA
MALO_02,Faramea langlassei,827,Faramea,langlassei,FARLAN,3,0.584,8.083231143,0.019176281,0.259025641,96.15015383,193.8222564,224.034208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALO_02,Faramea parvibractea,827,Faramea,parvibractea,FARPAR,2,0.584,9.147396529,0.013713837,0.242269231,68.30319231,148.2965,257.9180622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALO_02,Gloeospermum aff. grandifolium,827,Gloeospermum,aff.grandifolium,GLOGRA,2,NA,NA,0.59758433,0.199964286,93.50830768,272.1785769,205.7641539,2.34383887,0.077076575,0.77076575,14.6744255,3.0058355,0.68061875,0.04900125,0.06291975,0.1800875,0.0154135,0.00149325,0.0192505,-0.00043225
MALO_02,Guarea cartaguenya,827,Guarea,cartaguenya,GUACAR,3,0.607288889,8.482012423,0.451726466,0.229803419,402.365953,170.2726162,268.8502724,0.887777778,0.099411111,0.994111111,26.496,14.23155556,3.247888889,0.449444445,0.555333333,0.553444445,0.008888889,NA,0.051,0.0015
MALO_02,Guarea glabra,827,Guarea,glabra,GUAGLA,3,0.4784,10.60883732,0.214222846,0.210871795,75.77940812,256.6958321,242.3086574,1.595555556,0.167888889,1.678888889,22.95111111,7.828777778,1.338111111,0.688111111,1.174222222,0.146,0.011888889,0.001833334,0.023111111,0.001
MALO_02,Guarea kunthiana,827,Guarea,kunthiana,GUAKUN,3,NA,NA,0.258769845,0.292675214,189.6608226,258.0044295,244.2032729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALO_02,Gustavia cf.johnclarkii,827,Gustavia,cf.johnclarkii,GUSJOH,3,0.6375,14.46161406,0.156717564,0.187074592,158.020917,157.6590266,244.0354226,1.968045594,0.046179825,0.46179825,3.248049,4.60929375,0.78727625,0.06459875,0.03224,19.35654075,0.0095705,0.011288,0.02464375,-0.00319575
MALO_02,Inga spectabilis,827,Inga,spectabilis,INGSPE,2,0.578086944,13.48443908,0.257872921,0.203788462,240.5225609,111.413008,411.4400383,4.05,0.241066667,2.410666667,21.04333334,9.697166669,1.372333334,0.785666667,1.014,0.1275,0.006166667,0.001,0.014166667,0.001
MALO_02,Licania durifolia,827,Licania,durifolia,LICDUR,3,0.819962424,24.57917884,0.438728126,0.16612735,181.1180278,137.5545729,430.0767623,1.356777778,0.093566666,0.935666666,19.041,9.42288889,1.751555555,0.705,0.915666667,0.148444444,0.003333333,NA,0.142888889,0.001
MALO_02,Licania megalophylla,827,Licania,megalophylla,LICMEG,3,0.819962424,19.01207043,0.164772607,0.169094276,713.6663668,147.1580717,320.9954702,1.955552685,0.04338405,0.4338405,3.364467667,2.736965167,0.620438833,0.036599667,0.048347833,0.029998667,0.014369667,0.00082,0.015743667,-0.000314833
MALO_02,Licaria applanata,827,Licaria,applanata,LICAPP,1,0.786846154,28.66552115,0.139204756,0.282923077,176.6387692,61.33746154,540.5915385,1.931550876,0.03965245,0.3965245,3.764567,4.227512,0.5529185,0.0761725,0.03517,0.1006795,0.012656,0.001178,0.020534,-1.10E-05
MALO_02,Magnolia mashpi,827,Magnolia,mashpi,MAGMAS,3,NA,NA,0.403721359,0.200839744,250.4647927,118.3288358,329.922687,1.44,0.161922222,1.619222222,26.34888889,8.009144444,1.539333333,0.992555555,1.650222222,0.185555555,0.034888889,NA,0.111777778,0.001
MALO_02,Matisia castano,827,Matisia,castano,MATCAS,3,0.53495,15.47957396,0.148713571,0.22774359,138.0500769,159.1224872,238.0066667,2.305258136,0.07058765,0.7058765,6.381541833,5.055106,1.077298333,0.0573975,0.0906475,0.076283167,0.018610833,0.0005855,0.054252167,-8.05E-05
MALO_02,Miconia brachycalyx,827,Miconia,brachycalyx,MICBRACH,4,0.629222222,13.97636309,0.298730117,0.182986597,157.7110605,189.1199623,326.742276,2.555,0.20585,2.0585,16.65466667,11.118,0.875166667,1.140166667,1.491833333,0.123833334,0.0205,NA,0.015,0.001
MALO_02,Myrcia cf.splendens,827,Myrcia,cf.splendens,MYRSPL,3,0.8155,17.86934274,0.144340475,0.241189744,218.9616795,85.14439487,334.0380641,1.379231574,0.030163567,0.301635667,4.96218,2.609017,0.749947833,0.042212667,0.054839667,0.057872,0.010196833,0.00133,0.0301155,-0.000225833
MALO_02,Naucleopsis naga,827,Naucleopsis,naga,NAUNAG,2,0.6505,16.57851924,0.542729766,0.235303846,289.8607846,256.9343408,251.0706658,1.466666667,0.149967217,1.499672165,14.40912817,12.38649734,2.396853334,0.528901667,0.551394667,0.379022834,0.019997167,0.002108,0.163579,0.001
MALO_02,Ocotea cf.floribunda,827,Ocotea,cf.floribunda,OCOFLO,2,0.539081638,6.943300159,0.028120396,0.227153846,124.003,112.2756923,364.076005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALO_02,Ocotea insularis,827,Ocotea,insularis,OCOINS,3,0.539081638,17.66049557,0.796158119,0.234769231,119.5969231,115.370861,350.5242295,1.373333333,0.3054,3.054,20.45166667,12.64866667,3.037666667,2.020666667,0.905333333,0.191,0.003,NA,0.101666667,0.001
MALO_02,Otoba novogranatensis,827,Otoba,novogranatensis,OTONOV,3,0.35,14.43044189,0.452662661,0.268811189,266.5588179,144.6511556,257.452235,2.857777778,0.112188889,1.121888889,24.81744444,5.518888889,0.899444444,3.015944444,1.505555556,0.0783,0.007666667,NA,0.039222222,0.001
MALO_02,Pouteria 2inECPI_MALO_02,827,Pouteria,2inECPI_MALO_02,POU2,1,0.687841172,29.94221664,0.168365019,0.248153846,183.5736923,136.8976154,220.4032308,3.095839936,0.1273384,1.273384,8.297174,1.4724775,0.7103605,0.021203,0.0940555,0.0019015,0.012127,0.0001935,0.009018,0.000193
MALO_02,Protium ecuadorense,827,Protium,ecuadorense,PROECU,2,0.56821129,23.57274524,0.216991375,0.26325,161.4894039,97.02287981,334.8412981,1.882060539,0.045254475,0.45254475,2.182978,6.0488985,0.660757,0.03721875,0.044701,0.03308175,0.011267,0.0009605,0.012536,-0.0001385
MALO_02,Salacia cordata,827,Salacia,cordata,SALCOR,3,0.76,6.944327731,0.002375829,0.295472222,310.9814893,109.5170128,351.2036771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALO_02,Simarouba amara,827,Simarouba,amara,SIMAMA,1,0.383333333,35.0611645,0.371763508,0.455,45.8895,89.2625,258.1756667,2.047489846,0.04853065,0.4853065,3.641723,4.0105,0.777407,0.032472,0.0380875,0.0302655,0.0071775,0.0013315,0.00631,-2.10E-05
MALO_02,Sorocea jaramilloi,827,Sorocea,jaramilloi,SORJAR,1,0.605,17.79020489,0.063285813,0.224615385,53.27492308,131.8975385,346.7267574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALO_02,Virola 2inECPI_MALO_02,827,Virola,2inECPI_MALO_02,VIR2,3,0.483818511,14.02990639,0.179783137,0.23475641,410.0078744,91.21984394,322.3279177,2.071008366,0.04805765,0.4805765,5.2555365,3.5978475,0.624449333,0.065711167,0.032757333,0.087128333,0.0158025,0.0002155,0.0345955,-0.000257667
MAPI_01,Aegiphila alba,653,Aegiphila,alba,AEGALB,4,0.656666667,20.40300896,0.826299344,0.227244056,254.5591628,264.969277,190.2482473,5.818960067,0.156807211,1.92134355,15.58459194,9.117462333,2.101790833,0.108354167,0.115002722,4.259068278,0.027573222,0.0009885,0.0294915,0.00031725
MAPI_01,Alchornea cf.triplinervia,653,Alchornea,cf.triplinervia,ALCTRI,1,0.408433333,7.42775755,0.002733971,0.411076923,62.18469231,192.7540769,305.3218322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAPI_01,Castilla elastica,653,Castilla,elastica,CASELA,3,0.5675,20.22246017,1.09485211,0.254282051,189.4344872,234.4644309,206.292456,2.553167827,0.17172295,1.7172295,28.265206,14.0870545,3.5516645,0.169543,0.1270835,0.2110425,0.0077195,0.0010345,0.07546,9.70E-05
MAPI_01,Clarisia racemosa,653,Clarisia,racemosa,CLARRAC,1,0.585428571,33.432329,0.227328786,0.208357143,29.61238462,106.7740779,373.3677228,2.564797599,0.14000465,1.4000465,15.4095865,9.1366925,1.956102,0.079765,0.1220255,0.0475515,0.0016895,-0.000769,0.1306215,-0.0009745
MAPI_01,Conostegia 1inECPI_MAPI_01,653,Conostegia,1inECPI_MAPI_01,CON1,3,0.516123143,20.33406852,0.582472481,0.243239316,142.8920641,187.0538732,221.1218696,2.215634702,0.12204395,1.2204395,16.31267625,21.3359925,1.55494125,0.1848595,2.371092,6.41077225,0.00713675,-0.001123,0.08898,-0.0010515
MAPI_01,Conostegia centronioides var.centronioides,653,Conostegia,centronioides var.centronioides,CONCEN,3,0.516123143,10.28662514,0.049257817,0.173307692,50.33074359,227.7608235,210.3082288,2.253843115,0.0871492,0.871492,11.03654275,30.016062,1.98261975,0.12496775,0.1195995,23.995344,0.006849,0.01186925,0.21401125,-0.00344225
